date,os,visits
2/8/2022,iOS,12
2/8/2022,(not set),12
2/8/2022,(not set),12
2/8/2022,(not set),12
2/8/2022,Android,12
2/8/2022,(not set),12
2/8/2022,Sony,12
2/8/2022,(not set),12
2/8/2022,(not set),11
2/8/2022,(not set),11
2/8/2022,Macintosh,11
2/8/2022,NetBSD,11
2/8/2022,SymbianOS,11
2/8/2022,(not set),11
2/8/2022,(not set),11
2/9/2022,iOS,21362803
2/9/2022,Windows,16653027
2/9/2022,Android,11691650
2/9/2022,Windows,5196962
2/9/2022,Macintosh,4008959
2/9/2022,Macintosh,3161718
2/9/2022,iOS,1936495
2/9/2022,Windows,1422078
2/9/2022,Chrome OS,1414892
2/9/2022,Android,1324479
2/9/2022,Windows,746337
2/9/2022,iOS,734345
2/9/2022,Android,667008
2/9/2022,Linux,518330
2/9/2022,Macintosh,270881
2/9/2022,Windows,122218
2/9/2022,Android,110491
2/9/2022,Android,109374
2/9/2022,iOS,109287
2/9/2022,Linux,98947
2/9/2022,(not set),72368
2/9/2022,Android,58806
2/9/2022,iOS,49087
2/9/2022,Linux,30690
2/9/2022,Macintosh,27559
2/9/2022,Android,18148
2/9/2022,Macintosh,18062
2/9/2022,Android,16976
2/9/2022,Linux,13902
2/9/2022,Windows,12477
2/9/2022,Windows,11111
2/9/2022,(not set),9576
2/9/2022,Macintosh,9350
2/9/2022,(not set),7472
2/9/2022,(not set),5524
2/9/2022,Windows,4651
2/9/2022,Linux,4494
2/9/2022,Windows,4267
2/9/2022,Android,3885
2/9/2022,Android,3516
2/9/2022,(not set),3080
2/9/2022,Linux,2583
2/9/2022,(not set),2435
2/9/2022,(not set),2175
2/9/2022,Tizen,2143
2/9/2022,(not set),2056
2/9/2022,(not set),2016
2/9/2022,(not set),2016
2/9/2022,Linux,1768
2/9/2022,(not set),1722
2/9/2022,Android,1697
2/9/2022,OS/2,1617
2/9/2022,(not set),1581
2/9/2022,iOS,1448
2/9/2022,iOS,1114
2/9/2022,iOS,969
2/9/2022,Windows,915
2/9/2022,BlackBerry,896
2/9/2022,(not set),895
2/9/2022,iOS,857
2/9/2022,iOS,774
2/9/2022,Playstation 4,764
2/9/2022,(not set),720
2/9/2022,(not set),705
2/9/2022,Windows,666
2/9/2022,Android,602
2/9/2022,iOS,601
2/9/2022,(not set),557
2/9/2022,Windows Phone,507
2/9/2022,Android,444
2/9/2022,(not set),432
2/9/2022,Macintosh,421
2/9/2022,iOS,417
2/9/2022,(not set),395
2/9/2022,iOS,394
2/9/2022,iOS,385
2/9/2022,(not set),378
2/9/2022,Firefox OS,377
2/9/2022,(not set),377
2/9/2022,(not set),377
2/9/2022,(not set),359
2/9/2022,(not set),343
2/9/2022,Android,330
2/9/2022,Windows Phone,322
2/9/2022,Android,307
2/9/2022,Linux,301
2/9/2022,(not set),274
2/9/2022,(not set),273
2/9/2022,iOS,256
2/9/2022,iOS,255
2/9/2022,(not set),252
2/9/2022,Android,247
2/9/2022,UNIX,242
2/9/2022,(not set),242
2/9/2022,FreeBSD,224
2/9/2022,(not set),215
2/9/2022,(not set),205
2/9/2022,BlackBerry,190
2/9/2022,(not set),176
2/9/2022,Linux,160
2/9/2022,(not set),159
2/9/2022,Samsung,159
2/9/2022,(not set),156
2/9/2022,Windows,149
2/9/2022,iOS,141
2/9/2022,Windows,140
2/9/2022,(not set),136
2/9/2022,(not set),130
2/9/2022,Linux,120
2/9/2022,(not set),118
2/9/2022,Linux,117
2/9/2022,Playstation 3,109
2/9/2022,Macintosh,106
2/9/2022,Xbox,105
2/9/2022,Macintosh,98
2/9/2022,(not set),96
2/9/2022,OpenBSD,96
2/9/2022,SymbianOS,94
2/9/2022,Macintosh,93
2/9/2022,Android,85
2/9/2022,iOS,82
2/9/2022,NetBSD,78
2/9/2022,Sony,74
2/9/2022,Linux,69
2/9/2022,(not set),66
2/9/2022,iOS,65
2/9/2022,Windows,61
2/9/2022,Android,58
2/9/2022,(not set),56
2/9/2022,Windows,56
2/9/2022,(not set),55
2/9/2022,iOS,55
2/9/2022,(not set),54
2/9/2022,Windows,53
2/9/2022,(not set),51
2/9/2022,iOS,51
2/9/2022,Android,51
2/9/2022,Android,50
2/9/2022,iOS,48
2/9/2022,(not set),47
2/9/2022,iOS,44
2/9/2022,(not set),42
2/9/2022,Android,41
2/9/2022,Android,41
2/9/2022,(not set),40
2/9/2022,Linux,39
2/9/2022,(not set),39
2/9/2022,Android,39
2/9/2022,Tizen,38
2/9/2022,(not set),38
2/9/2022,Android,37
2/9/2022,FreeBSD,36
2/9/2022,SunOS,36
2/9/2022,Android,36
2/9/2022,(not set),35
2/9/2022,Linux,32
2/9/2022,SymbianOS,31
2/9/2022,(not set),31
2/9/2022,(not set),30
2/9/2022,(not set),29
2/9/2022,(not set),29
2/9/2022,Linux,28
2/9/2022,(not set),28
2/9/2022,Nintendo 3DS,28
2/9/2022,Android,27
2/9/2022,(not set),25
2/9/2022,(not set),24
2/9/2022,Windows,24
2/9/2022,(not set),23
2/9/2022,SymbianOS,23
2/9/2022,iOS,22
2/9/2022,(not set),22
2/9/2022,(not set),22
2/9/2022,Playstation Vita,22
2/9/2022,iOS,21
2/9/2022,iOS,21
2/9/2022,(not set),20
2/9/2022,SymbianOS,20
2/9/2022,OS/2,20
2/9/2022,Macintosh,19
2/9/2022,(not set),19
2/9/2022,Linux,19
2/9/2022,(not set),19
2/9/2022,Windows,19
2/9/2022,(not set),19
2/9/2022,(not set),19
2/9/2022,OpenBSD,18
2/9/2022,Macintosh,18
2/9/2022,iOS,18
2/9/2022,NetBSD,17
2/9/2022,(not set),16
2/9/2022,PalmOS,15
2/9/2022,(not set),15
2/9/2022,(not set),15
2/9/2022,(not set),15
2/9/2022,(not set),15
2/9/2022,SunOS,15
2/9/2022,(not set),15
2/9/2022,iOS,15
2/9/2022,(not set),14
2/9/2022,iOS,14
2/9/2022,(not set),14
2/9/2022,(not set),14
2/9/2022,iOS,14
2/9/2022,(not set),14
2/9/2022,(not set),14
2/9/2022,(not set),13
2/9/2022,SymbianOS,13
2/9/2022,OS/2,13
2/9/2022,Sony,13
2/9/2022,(not set),13
2/9/2022,Android,12
2/9/2022,(not set),12
2/9/2022,Macintosh,12
2/9/2022,Linux,11
2/9/2022,(not set),11
2/9/2022,(not set),11
2/9/2022,Windows,11
2/9/2022,Samsung,11
2/9/2022,SymbianOS,11
2/9/2022,FreeBSD,11
2/9/2022,Tizen,11
2/9/2022,Windows,11
2/9/2022,(not set),11
2/9/2022,(not set),11
2/9/2022,(not set),11
2/10/2022,iOS,20931898
2/10/2022,Windows,16284970
2/10/2022,Android,11487541
2/10/2022,Windows,5055769
2/10/2022,Macintosh,3879374
2/10/2022,Macintosh,3033447
2/10/2022,iOS,1906579
2/10/2022,Chrome OS,1419540
2/10/2022,Windows,1391110
2/10/2022,Android,1308592
2/10/2022,iOS,729168
2/10/2022,Windows,726508
2/10/2022,Android,670870
2/10/2022,Linux,541149
2/10/2022,Macintosh,261521
2/10/2022,Windows,120369
2/10/2022,Android,110389
2/10/2022,Android,108423
2/10/2022,iOS,105427
2/10/2022,Linux,94168
2/10/2022,(not set),72407
2/10/2022,Android,55871
2/10/2022,iOS,45339
2/10/2022,Linux,30530
2/10/2022,Macintosh,27089
2/10/2022,Macintosh,17009
2/10/2022,Android,16991
2/10/2022,Android,16927
2/10/2022,Windows,12423
2/10/2022,Linux,11160
2/10/2022,(not set),9523
2/10/2022,Macintosh,9134
2/10/2022,(not set),7531
2/10/2022,(not set),5242
2/10/2022,Windows,4894
2/10/2022,Windows,4376
2/10/2022,Linux,4356
2/10/2022,Android,3907
2/10/2022,Android,3581
2/10/2022,Linux,2489
2/10/2022,iOS,2465
2/10/2022,(not set),2427
2/10/2022,Windows,2314
2/10/2022,Tizen,2218
2/10/2022,(not set),2107
2/10/2022,(not set),2014
2/10/2022,(not set),1844
2/10/2022,Linux,1790
2/10/2022,iOS,1756
2/10/2022,Android,1682
2/10/2022,OS/2,1608
2/10/2022,iOS,1503
2/10/2022,iOS,1055
2/10/2022,(not set),960
2/10/2022,iOS,896
2/10/2022,BlackBerry,873
2/10/2022,Windows,867
2/10/2022,Playstation 4,761
2/10/2022,(not set),720
2/10/2022,Windows,719
2/10/2022,(not set),697
2/10/2022,Android,605
2/10/2022,(not set),564
2/10/2022,iOS,523
2/10/2022,Windows Phone,517
2/10/2022,iOS,516
2/10/2022,Android,466
2/10/2022,iOS,449
2/10/2022,(not set),449
2/10/2022,(not set),444
2/10/2022,(not set),428
2/10/2022,(not set),427
2/10/2022,Macintosh,409
2/10/2022,(not set),396
2/10/2022,(not set),369
2/10/2022,iOS,357
2/10/2022,Android,351
2/10/2022,Android,349
2/10/2022,(not set),340
2/10/2022,Windows Phone,331
2/10/2022,(not set),330
2/10/2022,(not set),320
2/10/2022,Linux,308
2/10/2022,(not set),282
2/10/2022,Firefox OS,278
2/10/2022,(not set),258
2/10/2022,(not set),252
2/10/2022,iOS,247
2/10/2022,UNIX,235
2/10/2022,(not set),220
2/10/2022,(not set),219
2/10/2022,Android,215
2/10/2022,FreeBSD,205
2/10/2022,BlackBerry,193
2/10/2022,(not set),159
2/10/2022,Linux,157
2/10/2022,(not set),154
2/10/2022,Android,153
2/10/2022,(not set),150
2/10/2022,Linux,143
2/10/2022,iOS,141
2/10/2022,Windows,139
2/10/2022,Linux,136
2/10/2022,Samsung,131
2/10/2022,(not set),125
2/10/2022,Macintosh,116
2/10/2022,Windows,115
2/10/2022,Macintosh,112
2/10/2022,(not set),111
2/10/2022,Xbox,106
2/10/2022,iOS,106
2/10/2022,Playstation 3,99
2/10/2022,Windows,97
2/10/2022,Windows,89
2/10/2022,OpenBSD,83
2/10/2022,Macintosh,83
2/10/2022,Android,83
2/10/2022,SymbianOS,81
2/10/2022,Sony,78
2/10/2022,(not set),77
2/10/2022,(not set),76
2/10/2022,iOS,76
2/10/2022,(not set),74
2/10/2022,Windows,74
2/10/2022,Android,73
2/10/2022,Windows,72
2/10/2022,Linux,69
2/10/2022,NetBSD,68
2/10/2022,(not set),67
2/10/2022,Macintosh,67
2/10/2022,(not set),65
2/10/2022,Android,64
2/10/2022,FreeBSD,55
2/10/2022,Macintosh,52
2/10/2022,(not set),52
2/10/2022,Android,52
2/10/2022,iOS,51
2/10/2022,iOS,47
2/10/2022,iOS,47
2/10/2022,Android,45
2/10/2022,(not set),44
2/10/2022,Android,44
2/10/2022,Linux,43
2/10/2022,(not set),42
2/10/2022,iOS,40
2/10/2022,iOS,39
2/10/2022,OS/2,39
2/10/2022,Android,37
2/10/2022,SymbianOS,35
2/10/2022,Windows,35
2/10/2022,Android,35
2/10/2022,SunOS,34
2/10/2022,(not set),34
2/10/2022,(not set),32
2/10/2022,OpenBSD,32
2/10/2022,(not set),32
2/10/2022,(not set),32
2/10/2022,iOS,28
2/10/2022,Linux,27
2/10/2022,SymbianOS,26
2/10/2022,(not set),26
2/10/2022,NetBSD,24
2/10/2022,Android,24
2/10/2022,iOS,24
2/10/2022,(not set),24
2/10/2022,iOS,22
2/10/2022,(not set),22
2/10/2022,Nintendo 3DS,22
2/10/2022,(not set),21
2/10/2022,Playstation Vita,21
2/10/2022,Android,21
2/10/2022,(not set),20
2/10/2022,(not set),19
2/10/2022,(not set),19
2/10/2022,(not set),19
2/10/2022,Android,19
2/10/2022,(not set),19
2/10/2022,SymbianOS,18
2/10/2022,(not set),18
2/10/2022,Android,18
2/10/2022,(not set),18
2/10/2022,Tizen,17
2/10/2022,(not set),17
2/10/2022,(not set),17
2/10/2022,iOS,17
2/10/2022,(not set),16
2/10/2022,(not set),16
2/10/2022,Windows,16
2/10/2022,SymbianOS,16
2/10/2022,(not set),16
2/10/2022,Linux,15
2/10/2022,Linux,15
2/10/2022,(not set),15
2/10/2022,(not set),15
2/10/2022,(not set),15
2/10/2022,(not set),14
2/10/2022,(not set),14
2/10/2022,(not set),14
2/10/2022,(not set),14
2/10/2022,NetBSD,14
2/10/2022,SymbianOS,14
2/10/2022,(not set),13
2/10/2022,Macintosh,13
2/10/2022,(not set),13
2/10/2022,iOS,13
2/10/2022,Samsung,13
2/10/2022,Nintendo WiiU,13
2/10/2022,Tizen,13
2/10/2022,iOS,12
2/10/2022,(not set),12
2/10/2022,PalmOS,12
2/10/2022,(not set),12
2/10/2022,Linux,12
2/10/2022,Nintendo 3DS,12
2/10/2022,OS/2,12
2/10/2022,(not set),11
2/10/2022,(not set),11
2/10/2022,LG,11
2/10/2022,(not set),11
2/10/2022,MOT,11
2/10/2022,(not set),11
2/10/2022,(not set),11
2/10/2022,(not set),11
2/10/2022,OpenBSD,11
2/10/2022,(not set),11
2/11/2022,iOS,19962933
2/11/2022,Windows,13861488
2/11/2022,Android,11030254
2/11/2022,Windows,4350320
2/11/2022,Macintosh,3391242
2/11/2022,Macintosh,2536387
2/11/2022,iOS,1826028
2/11/2022,Android,1253028
2/11/2022,Windows,1242133
2/11/2022,Chrome OS,1163978
2/11/2022,Android,713714
2/11/2022,iOS,711614
2/11/2022,Windows,601154
2/11/2022,Linux,547154
2/11/2022,Macintosh,228816
2/11/2022,Android,108901
2/11/2022,Android,108782
2/11/2022,Windows,106854
2/11/2022,iOS,102784
2/11/2022,Linux,88652
2/11/2022,(not set),68960
2/11/2022,Android,48118
2/11/2022,iOS,45736
2/11/2022,Linux,29903
2/11/2022,Macintosh,25015
2/11/2022,Android,17067
2/11/2022,Android,16195
2/11/2022,Macintosh,14877
2/11/2022,Windows,10885
2/11/2022,Linux,10154
2/11/2022,(not set),9533
2/11/2022,Macintosh,7911
2/11/2022,(not set),7542
2/11/2022,(not set),4910
2/11/2022,Linux,4603
2/11/2022,Linux,4059
2/11/2022,Windows,3754
2/11/2022,Android,3415
2/11/2022,Android,3199
2/11/2022,(not set),2428
2/11/2022,(not set),2387
2/11/2022,Linux,2352
2/11/2022,Tizen,2183
2/11/2022,Windows,2120
2/11/2022,Android,2017
2/11/2022,(not set),2013
2/11/2022,(not set),2013
2/11/2022,Windows,1919
2/11/2022,Linux,1739
2/11/2022,Windows,1634
2/11/2022,OS/2,1609
2/11/2022,(not set),1533
2/11/2022,iOS,1176
2/11/2022,iOS,1163
2/11/2022,iOS,973
2/11/2022,BlackBerry,885
2/11/2022,iOS,849
2/11/2022,Playstation 4,781
2/11/2022,(not set),719
2/11/2022,(not set),691
2/11/2022,Windows,640
2/11/2022,iOS,588
2/11/2022,(not set),566
2/11/2022,iOS,545
2/11/2022,Windows Phone,545
2/11/2022,(not set),544
2/11/2022,iOS,537
2/11/2022,iOS,536
2/11/2022,(not set),524
2/11/2022,Android,506
2/11/2022,Android,459
2/11/2022,(not set),436
2/11/2022,(not set),433
2/11/2022,(not set),403
2/11/2022,(not set),383
2/11/2022,(not set),366
2/11/2022,(not set),360
2/11/2022,Android,343
2/11/2022,Macintosh,343
2/11/2022,iOS,331
2/11/2022,Firefox OS,321
2/11/2022,Windows Phone,315
2/11/2022,(not set),314
2/11/2022,UNIX,306
2/11/2022,iOS,303
2/11/2022,Linux,299
2/11/2022,(not set),296
2/11/2022,Android,291
2/11/2022,(not set),287
2/11/2022,Android,280
2/11/2022,(not set),247
2/11/2022,(not set),245
2/11/2022,iOS,215
2/11/2022,FreeBSD,212
2/11/2022,(not set),183
2/11/2022,Xbox,180
2/11/2022,(not set),178
2/11/2022,(not set),175
2/11/2022,BlackBerry,173
2/11/2022,Linux,173
2/11/2022,(not set),156
2/11/2022,Samsung,147
2/11/2022,(not set),146
2/11/2022,(not set),144
2/11/2022,Macintosh,133
2/11/2022,Windows,127
2/11/2022,iOS,127
2/11/2022,iOS,119
2/11/2022,Macintosh,115
2/11/2022,Linux,114
2/11/2022,Windows,111
2/11/2022,(not set),108
2/11/2022,(not set),97
2/11/2022,Playstation 3,96
2/11/2022,OpenBSD,94
2/11/2022,SymbianOS,90
2/11/2022,Macintosh,85
2/11/2022,Windows,82
2/11/2022,Android,78
2/11/2022,(not set),77
2/11/2022,Linux,75
2/11/2022,(not set),75
2/11/2022,Windows,70
2/11/2022,iOS,68
2/11/2022,Sony,65
2/11/2022,(not set),63
2/11/2022,NetBSD,59
2/11/2022,(not set),58
2/11/2022,iOS,57
2/11/2022,Linux,57
2/11/2022,Tizen,55
2/11/2022,FreeBSD,52
2/11/2022,Android,52
2/11/2022,iOS,50
2/11/2022,Android,45
2/11/2022,Android,45
2/11/2022,(not set),43
2/11/2022,Macintosh,43
2/11/2022,(not set),41
2/11/2022,(not set),39
2/11/2022,(not set),38
2/11/2022,iOS,37
2/11/2022,SunOS,36
2/11/2022,(not set),36
2/11/2022,iOS,35
2/11/2022,Android,35
2/11/2022,Windows,35
2/11/2022,Android,34
2/11/2022,OS/2,33
2/11/2022,iOS,33
2/11/2022,SymbianOS,32
2/11/2022,iOS,31
2/11/2022,iOS,30
2/11/2022,(not set),30
2/11/2022,(not set),29
2/11/2022,Android,28
2/11/2022,Macintosh,28
2/11/2022,(not set),28
2/11/2022,Android,28
2/11/2022,(not set),27
2/11/2022,Linux,27
2/11/2022,Android,26
2/11/2022,(not set),26
2/11/2022,Android,26
2/11/2022,(not set),24
2/11/2022,Linux,23
2/11/2022,(not set),23
2/11/2022,(not set),22
2/11/2022,iOS,22
2/11/2022,NetBSD,21
2/11/2022,(not set),21
2/11/2022,(not set),21
2/11/2022,SymbianOS,21
2/11/2022,(not set),20
2/11/2022,(not set),20
2/11/2022,(not set),20
2/11/2022,Playstation Vita,20
2/11/2022,Android,20
2/11/2022,Macintosh,20
2/11/2022,(not set),19
2/11/2022,Windows,19
2/11/2022,Windows,19
2/11/2022,Tizen,19
2/11/2022,(not set),19
2/11/2022,(not set),18
2/11/2022,(not set),18
2/11/2022,(not set),17
2/11/2022,(not set),17
2/11/2022,Linux,17
2/11/2022,(not set),17
2/11/2022,Macintosh,16
2/11/2022,(not set),16
2/11/2022,SymbianOS,16
2/11/2022,PalmOS,15
2/11/2022,(not set),15
2/11/2022,(not set),15
2/11/2022,(not set),15
2/11/2022,(not set),14
2/11/2022,Nintendo 3DS,14
2/11/2022,OS/2,14
2/11/2022,(not set),14
2/11/2022,(not set),14
2/11/2022,OpenBSD,13
2/11/2022,Linux,13
2/11/2022,(not set),13
2/11/2022,(not set),13
2/11/2022,(not set),13
2/11/2022,(not set),13
2/11/2022,(not set),13
2/11/2022,(not set),12
2/11/2022,Windows,12
2/11/2022,IRIX,12
2/11/2022,SymbianOS,12
2/11/2022,(not set),12
2/11/2022,iOS,11
2/11/2022,(not set),11
2/11/2022,SymbianOS,11
2/11/2022,Nokia,11
2/11/2022,Samsung,11
2/11/2022,Sony,11
2/11/2022,(not set),11
2/12/2022,iOS,17236776
2/12/2022,Android,9806270
2/12/2022,Windows,6843629
2/12/2022,Macintosh,2681704
2/12/2022,Windows,2143982
2/12/2022,Macintosh,1616333
2/12/2022,iOS,1604172
2/12/2022,Android,1092149
2/12/2022,Windows,749193
2/12/2022,iOS,585973
2/12/2022,Android,550046
2/12/2022,Linux,481988
2/12/2022,Chrome OS,396967
2/12/2022,Macintosh,154278
2/12/2022,Windows,153655
2/12/2022,Android,102276
2/12/2022,Android,99214
2/12/2022,iOS,97518
2/12/2022,Windows,84841
2/12/2022,Linux,66224
2/12/2022,(not set),55635
2/12/2022,Android,44450
2/12/2022,iOS,38216
2/12/2022,Linux,26739
2/12/2022,Macintosh,21562
2/12/2022,Android,15091
2/12/2022,Android,14150
2/12/2022,(not set),13665
2/12/2022,Macintosh,9936
2/12/2022,(not set),9499
2/12/2022,Windows,9050
2/12/2022,Linux,9009
2/12/2022,(not set),7533
2/12/2022,Macintosh,5925
2/12/2022,(not set),4665
2/12/2022,Linux,4044
2/12/2022,Android,3351
2/12/2022,Android,3278
2/12/2022,Windows,3100
2/12/2022,(not set),2358
2/12/2022,Windows,2209
2/12/2022,Tizen,2143
2/12/2022,(not set),2017
2/12/2022,(not set),2003
2/12/2022,(not set),1963
2/12/2022,Linux,1930
2/12/2022,Linux,1707
2/12/2022,Windows,1666
2/12/2022,OS/2,1565
2/12/2022,Android,1411
2/12/2022,iOS,1342
2/12/2022,iOS,878
2/12/2022,BlackBerry,874
2/12/2022,iOS,869
2/12/2022,Windows,834
2/12/2022,Playstation 4,731
2/12/2022,(not set),720
2/12/2022,(not set),704
2/12/2022,iOS,646
2/12/2022,(not set),615
2/12/2022,Windows,570
2/12/2022,(not set),559
2/12/2022,Android,531
2/12/2022,iOS,514
2/12/2022,iOS,499
2/12/2022,Windows Phone,491
2/12/2022,Android,432
2/12/2022,iOS,430
2/12/2022,(not set),426
2/12/2022,(not set),423
2/12/2022,iOS,369
2/12/2022,(not set),345
2/12/2022,Firefox OS,336
2/12/2022,Windows Phone,333
2/12/2022,Android,295
2/12/2022,iOS,293
2/12/2022,Linux,287
2/12/2022,Macintosh,265
2/12/2022,Android,262
2/12/2022,UNIX,260
2/12/2022,(not set),252
2/12/2022,(not set),251
2/12/2022,(not set),247
2/12/2022,(not set),233
2/12/2022,Android,225
2/12/2022,FreeBSD,212
2/12/2022,(not set),210
2/12/2022,iOS,208
2/12/2022,(not set),206
2/12/2022,BlackBerry,193
2/12/2022,(not set),192
2/12/2022,iOS,187
2/12/2022,(not set),172
2/12/2022,Linux,163
2/12/2022,(not set),157
2/12/2022,(not set),153
2/12/2022,Xbox,153
2/12/2022,Samsung,146
2/12/2022,(not set),141
2/12/2022,Windows,140
2/12/2022,(not set),138
2/12/2022,(not set),125
2/12/2022,(not set),124
2/12/2022,Playstation 3,122
2/12/2022,iOS,121
2/12/2022,(not set),120
2/12/2022,Macintosh,111
2/12/2022,Linux,98
2/12/2022,(not set),98
2/12/2022,SymbianOS,96
2/12/2022,Macintosh,95
2/12/2022,Windows,92
2/12/2022,Macintosh,91
2/12/2022,iOS,90
2/12/2022,Sony,81
2/12/2022,Linux,78
2/12/2022,Windows,75
2/12/2022,OpenBSD,71
2/12/2022,iOS,70
2/12/2022,(not set),68
2/12/2022,Tizen,67
2/12/2022,(not set),65
2/12/2022,NetBSD,63
2/12/2022,Linux,57
2/12/2022,Android,57
2/12/2022,(not set),56
2/12/2022,iOS,56
2/12/2022,Linux,52
2/12/2022,iOS,52
2/12/2022,(not set),52
2/12/2022,Windows,50
2/12/2022,(not set),50
2/12/2022,iOS,48
2/12/2022,Android,48
2/12/2022,Android,46
2/12/2022,FreeBSD,45
2/12/2022,(not set),45
2/12/2022,(not set),41
2/12/2022,Android,40
2/12/2022,SunOS,39
2/12/2022,OpenBSD,37
2/12/2022,iOS,37
2/12/2022,OS/2,36
2/12/2022,Android,35
2/12/2022,Android,35
2/12/2022,NetBSD,33
2/12/2022,Windows,31
2/12/2022,(not set),30
2/12/2022,Android,29
2/12/2022,Android,29
2/12/2022,(not set),29
2/12/2022,(not set),28
2/12/2022,iOS,28
2/12/2022,Linux,28
2/12/2022,iOS,27
2/12/2022,(not set),27
2/12/2022,(not set),27
2/12/2022,(not set),27
2/12/2022,(not set),26
2/12/2022,SymbianOS,26
2/12/2022,SymbianOS,25
2/12/2022,(not set),24
2/12/2022,(not set),24
2/12/2022,Nintendo 3DS,24
2/12/2022,(not set),23
2/12/2022,Samsung,23
2/12/2022,(not set),23
2/12/2022,Playstation Vita,23
2/12/2022,SymbianOS,21
2/12/2022,iOS,21
2/12/2022,Macintosh,20
2/12/2022,Macintosh,20
2/12/2022,(not set),19
2/12/2022,Android,18
2/12/2022,NetBSD,18
2/12/2022,(not set),18
2/12/2022,iOS,18
2/12/2022,Macintosh,18
2/12/2022,iOS,17
2/12/2022,(not set),17
2/12/2022,Windows,17
2/12/2022,Android,17
2/12/2022,Linux,16
2/12/2022,(not set),16
2/12/2022,(not set),16
2/12/2022,(not set),15
2/12/2022,Linux,15
2/12/2022,BlackBerry,15
2/12/2022,(not set),14
2/12/2022,(not set),14
2/12/2022,Linux,14
2/12/2022,(not set),14
2/12/2022,SymbianOS,14
2/12/2022,Nintendo 3DS,13
2/12/2022,SymbianOS,13
2/12/2022,OpenBSD,13
2/12/2022,iOS,12
2/12/2022,Chrome OS,12
2/12/2022,(not set),12
2/12/2022,SunOS,12
2/12/2022,(not set),12
2/12/2022,Android,12
2/12/2022,(not set),11
2/12/2022,BlackBerry,11
2/12/2022,PalmOS,11
2/12/2022,(not set),11
2/12/2022,LG,11
2/12/2022,(not set),11
2/12/2022,MOT,11
2/12/2022,iOS,11
2/12/2022,NetBSD,11
2/12/2022,Nokia,11
2/12/2022,(not set),11
2/12/2022,(not set),11
2/13/2022,iOS,14142174
2/13/2022,Android,8641789
2/13/2022,Windows,7080065
2/13/2022,Macintosh,2707385
2/13/2022,Windows,2153816
2/13/2022,Macintosh,1867235
2/13/2022,iOS,1369434
2/13/2022,Android,889484
2/13/2022,Windows,737200
2/13/2022,Linux,493314
2/13/2022,Android,482877
2/13/2022,iOS,471433
2/13/2022,Chrome OS,427115
2/13/2022,Macintosh,161027
2/13/2022,Windows,141434
2/13/2022,iOS,92293
2/13/2022,Windows,90827
2/13/2022,Android,90113
2/13/2022,Android,84423
2/13/2022,Linux,69722
2/13/2022,Android,47926
2/13/2022,(not set),37284
2/13/2022,Linux,24141
2/13/2022,iOS,21508
2/13/2022,Macintosh,19865
2/13/2022,Android,15890
2/13/2022,Macintosh,10566
2/13/2022,Windows,10361
2/13/2022,(not set),9417
2/13/2022,Linux,8830
2/13/2022,Android,8234
2/13/2022,(not set),7527
2/13/2022,Macintosh,6777
2/13/2022,(not set),5859
2/13/2022,(not set),5180
2/13/2022,Linux,3833
2/13/2022,Windows,3770
2/13/2022,Android,3547
2/13/2022,Android,3184
2/13/2022,(not set),2354
2/13/2022,Windows,2347
2/13/2022,Windows,2182
2/13/2022,Tizen,2068
2/13/2022,(not set),2010
2/13/2022,Linux,1966
2/13/2022,(not set),1926
2/13/2022,Linux,1897
2/13/2022,Android,1601
2/13/2022,OS/2,1447
2/13/2022,iOS,1206
2/13/2022,iOS,861
2/13/2022,BlackBerry,810
2/13/2022,Playstation 4,756
2/13/2022,(not set),720
2/13/2022,(not set),696
2/13/2022,Windows,674
2/13/2022,Android,586
2/13/2022,(not set),559
2/13/2022,iOS,555
2/13/2022,Windows,555
2/13/2022,iOS,550
2/13/2022,(not set),515
2/13/2022,Windows Phone,494
2/13/2022,(not set),490
